product_id,price,product_name,deeplink,brand,Full_merchant_price,image_url,description
100853,79.95,"Lyle and Scott Lyle & Scott Crew Neck Jumper Navy",http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=5221&product=1&wglinkid=171756&productname=Lyle+and+Scott+Lyle+%26+Scott+Crew+Neck+Jumper+Navy&wgtarget=http://www.infinities.co.uk/clothing-c56/knitwear-c12/lyle-and-scott-lyle-scott-crew-neck-jumper-navy-p100853,"Lyle and Scott",79.95,http://www.infinities.co.uk/images/lyle-and-scott-lyle-scott-crew-neck-jumper-navy-p100853-39930_image.jpg,"Lyle & Scott crew neck jumper navy features a crew neck, ribbed collar, cuffs and waistband with Lyle & Scott branding to the chest.  Lyle & Scott Product Reference: KN020V02"
101904,60.00,"Hugo Boss Orange Keith Knitwear Navy",http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=5221&product=1&wglinkid=171756&productname=Hugo+Boss+Orange+Keith+Knitwear+Navy&wgtarget=http://www.infinities.co.uk/clothing-c56/knitwear-c12/boss-orange-hugo-boss-orange-keith-knitwear-navy-p101904,"Boss Orange",119.95,http://www.infinities.co.uk/images/boss-orange-hugo-boss-orange-keith-knitwear-navy-p101904-44710_image.jpg,"Hugo Boss Orange Keith Knitwear in navy features a crew neck design, inside-out seams finish, metal brand logo to the hem and a ribbed collar, cuffs and hem.  Hugo Boss Product Reference: 50267493"
102085,50.00,"Carhartt Play Off Crew Neck Knit Navy",http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=5221&product=1&wglinkid=171756&productname=Carhartt+Play+Off+Crew+Neck+Knit+Navy&wgtarget=http://www.infinities.co.uk/clothing-c56/knitwear-c12/carhartt-carhartt-play-off-crew-neck-knit-navy-p102085,Carhartt,64.95,http://www.infinities.co.uk/images/carhartt-carhartt-play-off-crew-neck-knit-navy-p102085-48670_image.jpg,"This Carhartt Play Off Crew Neck Knit in navy features the classic Carhartt woven label to the hem, a crew neck design with a ribbed neck and ribbed cuffs and a waistband. The product itself is made of a quality wool blend which should only be hand washed.  Carhartt Product Reference: 16863 LW00"
102086,50.00,"Carhartt Play Off Crew Neck Knit Grey",http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=5221&product=1&wglinkid=171756&productname=Carhartt+Play+Off+Crew+Neck+Knit+Grey&wgtarget=http://www.infinities.co.uk/clothing-c56/knitwear-c12/carhartt-carhartt-play-off-crew-neck-knit-grey-p102086,Carhartt,64.95,http://www.infinities.co.uk/images/carhartt-carhartt-play-off-crew-neck-knit-grey-p102086-48674_image.jpg,"This Carhartt Play Off Crew Neck Knit in grey features the classic Carhartt woven label to the hem, a crew neck design with a ribbed neck and ribbed cuffs and a waistband. The product itself is made of a quality wool blend which should only be hand washed.  Carhartt Product Reference: 16863 ZM00"
102087,50.00,"Carhartt Anglistic Crew Neck Knit Petrol",http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=5221&product=1&wglinkid=171756&productname=Carhartt+Anglistic+Crew+Neck+Knit+Petrol&wgtarget=http://www.infinities.co.uk/clothing-c56/knitwear-c12/carhartt-carhartt-anglistic-crew-neck-knit-petrol-p102087,Carhartt,84.95,http://www.infinities.co.uk/images/carhartt-carhartt-anglistic-crew-neck-knit-petrol-p102087-50476_image.jpg,"Carhartt Anglistic Crew Neck Knit in petrol features the iconic Carhartt woven label branding near the hem, a classic ribbed neck, ribbed cuffs and a waistband. The knit is also made out of a multicoloured lambswool blend to give the product a great finish.  Carhartt Product Reference: 10977 9700"
102088,50.00,"Carhartt Anglistic Crew Neck Knit Burgundy",http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=5221&product=1&wglinkid=171756&productname=Carhartt+Anglistic+Crew+Neck+Knit+Burgundy+&wgtarget=http://www.infinities.co.uk/clothing-c56/knitwear-c12/carhartt-carhartt-anglistic-crew-neck-knit-burgundy-p102088,Carhartt,84.95,http://www.infinities.co.uk/images/carhartt-carhartt-anglistic-crew-neck-knit-burgundy-p102088-49040_image.jpg,"Carhartt Anglistic Crew Neck Knit in burgundy features the iconic Carhartt woven label branding near the hem, a classic ribbed neck, ribbed cuffs and a waistband. The knit is also made out of a multicoloured lambswool blend to give the product a great finish.  Carhartt Product Reference: 10977 8200"
102089,50.00,"Carhartt Anglistic Crew Neck Knit Grey",http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=5221&product=1&wglinkid=171756&productname=Carhartt+Anglistic+Crew+Neck+Knit+Grey&wgtarget=http://www.infinities.co.uk/clothing-c56/knitwear-c12/carhartt-carhartt-anglistic-crew-neck-knit-grey-p102089,Carhartt,84.95,http://www.infinities.co.uk/images/carhartt-carhartt-anglistic-crew-neck-knit-grey-p102089-49044_image.jpg,"Carhartt Anglistic Crew Neck Knit in grey features the iconic Carhartt woven label branding near the hem, a classic ribbed neck, ribbed cuffs and a waistband with the knit made out of a soft lambswool blend.  Carhartt Product Reference:10977 ZM00"
102120,99.00,"Paul Smith PS Stripe Crew Neck Knitwear Grey",http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=5221&product=1&wglinkid=171756&productname=Paul+Smith+PS+Stripe+Crew+Neck+Knitwear+Grey&wgtarget=http://www.infinities.co.uk/clothing-c56/knitwear-c12/paul-smith-ps-paul-smith-ps-stripe-crew-neck-knitwear-grey-p102120,"Paul Smith PS",154.95,http://www.infinities.co.uk/images/paul-smith-ps-paul-smith-ps-stripe-crew-neck-knitwear-grey-p102120-45672_image.jpg,"Paul Smith PS Stripe Crew Neck Knitwear features a grey and black all over striped design, ribbed collar, cuffs and waistband and is made from 100% merino wool.  Paul Smith Product Reference: 539N 204 E"
102122,85.00,"Paul Smith PS Staggered Intarsia Knitwear Navy",http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=5221&product=1&wglinkid=171756&productname=Paul+Smith+PS+Staggered+Intarsia+Knitwear+Navy&wgtarget=http://www.infinities.co.uk/clothing-c56/knitwear-c12/paul-smith-ps-paul-smith-ps-staggered-intarsia-knitwear-navy-p102122,"Paul Smith PS",179.95,http://www.infinities.co.uk/images/paul-smith-ps-paul-smith-ps-staggered-intarsia-knitwear-navy-p102122-45668_image.jpg,"Paul Smith PS Staggered Intersia Knitwear features an all over design new for Autumn/Winter 14, ribbed crew neck collar, cuffs and waistband and is made from 100% merino wool.  Regular style fitting  Paul Smith Product Reference: 502N 206 I"
102169,90.00,"Paul Smith Jeans Degrade Crew Neck Knitwear Dusty Red",http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=5221&product=1&wglinkid=171756&productname=Paul+Smith+Jeans+Degrade+Crew+Neck+Knitwear+Dusty+Red&wgtarget=http://www.infinities.co.uk/clothing-c56/knitwear-c12/paul-smith-jeans-paul-smith-jeans-degrade-crew-neck-knitwear-dusty-red-p102169,"Paul Smith Jeans",149.95,http://www.infinities.co.uk/images/paul-smith-jeans-paul-smith-jeans-degrade-crew-neck-knitwear-dusty-red-p102169-47181_image.jpg,"The Paul Smith Jeans Degrade Crew Neck Knitwear is from the Autumn/Winter 14 collection drawing inspiration from geodesic dome shaped objects. Features include a crew neck design, ribbed collar, cuffs and waistband. woven signature label to the hem and is made from 100% merino wool.  Regular style fitting  Paul Smith Product Reference: 692N 546 D"
102182,85.00,"Paul Smith Jeans Paul Smith Geometric Crew Neck Knit Khaki",http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=5221&product=1&wglinkid=171756&productname=Paul+Smith+Jeans+Paul+Smith+Geometric+Crew+Neck+Knit+Khaki&wgtarget=http://www.infinities.co.uk/clothing-c56/knitwear-c12/paul-smith-jeans-paul-smith-geometric-crew-neck-knit-khaki-p102182,"Paul Smith Jeans",129.95,http://www.infinities.co.uk/images/paul-smith-jeans-paul-smith-geometric-crew-neck-knit-khaki-p102182-47193_image.jpg,"This Paul Smith Geometric Crew Neck Knit in Khaki features the Autumn/Winter 14 textured pattern with a ribbed crew neck design, ribbed cuffs and waistband, Paul Smith Jeans woven label branding and is made out of a soft cotton blend.  Regular style fitting  Paul Smith Product Reference:734N 545 K"
102183,85.00,"Paul Smith Jeans Paul Smith Geometric Crew Neck Knit Damson",http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=5221&product=1&wglinkid=171756&productname=Paul+Smith+Jeans+Paul+Smith+Geometric+Crew+Neck+Knit+Damson&wgtarget=http://www.infinities.co.uk/clothing-c56/knitwear-c12/paul-smith-jeans-paul-smith-geometric-crew-neck-knit-damson-p102183,"Paul Smith Jeans",129.95,http://www.infinities.co.uk/images/paul-smith-jeans-paul-smith-geometric-crew-neck-knit-damson-p102183-47197_image.jpg,"This Paul Smith Geometric Crew Neck Knit in Damson features the Autumn/Winter 14 textured pattern with a ribbed crew neck design, ribbed cuffs and waistband, Paul Smith Jeans woven label branding and is made out of a soft cotton blend.  Regular style fitting  Paul Smith Product Reference: 734N 545 D   "
102207,99.00,"Paul Smith Red Ear Fleck Knit Jumper Multi",http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=5221&product=1&wglinkid=171756&productname=Paul+Smith+Red+Ear+Fleck+Knit+Jumper+Multi&wgtarget=http://www.infinities.co.uk/clothing-c56/knitwear-c12/paul-smith-red-ear-paul-smith-red-ear-fleck-knit-jumper-multi-p102207,"Paul Smith Red Ear",179.95,http://www.infinities.co.uk/images/paul-smith-red-ear-paul-smith-red-ear-fleck-knit-jumper-multi-p102207-45971_image.jpg,"Paul Smith Red Ear Fleck Knit Jumper is from the Autumn/Winter 14 collection and features a ribbed crew neck design, ribbed cuffs and waistband and the Red Ear Village Industries label.  Paul Smith Product Reference: 709N 580H"
102415,85.00,"Lyle and Scott Lyle & Scott Crew Neck Cable Knit Navy",http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=5221&product=1&wglinkid=171756&productname=Lyle+and+Scott+Lyle+%26+Scott+Crew+Neck+Cable+Knit+Navy&wgtarget=http://www.infinities.co.uk/clothing-c56/knitwear-c12/lyle-and-scott-lyle-scott-crew-neck-cable-knit-navy-p102415,"Lyle and Scott",109.95,http://www.infinities.co.uk/images/lyle-and-scott-lyle-scott-crew-neck-cable-knit-navy-p102415-49084_image.jpg,"This Lyle & Scott Crew Neck Cable Knit in navy features the iconic Lyle & Scott branding to the chest, a ribbed crew neck design, ribbed cuffs and a waistband. The soft cable knitted fabric sweatshirt is made out of 80% lambswool and 20% nylon.  Lyle & Scott Product Reference:KN092CL"
102416,85.00,"Lyle and Scott Lyle & Scott Crew Neck Cable Knit Grey",http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=5221&product=1&wglinkid=171756&productname=Lyle+and+Scott+Lyle+%26+Scott+Crew+Neck+Cable+Knit+Grey&wgtarget=http://www.infinities.co.uk/clothing-c56/knitwear-c12/lyle-and-scott-lyle-scott-crew-neck-cable-knit-grey-p102416,"Lyle and Scott",109.95,http://www.infinities.co.uk/images/lyle-and-scott-lyle-scott-crew-neck-cable-knit-grey-p102416-49080_image.jpg,"This Lyle & Scott Crew Neck Cable Knit in grey features the iconic Lyle & Scott branding to the chest, a ribbed crew neck design, ribbed cuffs and a waistband. The soft cable knitted fabric sweatshirt is made out of 80% lambswool and 20% nylon.  Lyle & Scott Product Reference: KN092CL"
